"Sample Name","Word","Duration","Xmin","Xmax"
"contrastivestress_normcon_md_F_hlnm_1_a","he","0.14544625829","0.0314313306311","0.176877588921"
"contrastivestress_normcon_md_F_hlnm_1_a","lives","0.250437265929","0.176877588921","0.42731485485"
"contrastivestress_normcon_md_F_hlnm_1_a","near","0.182048627925","0.42731485485","0.609363482775"
"contrastivestress_normcon_md_F_hlnm_1_a","me","0.171187001833","0.609363482775","0.780550484608"
"contrastivestress_normcon_md_F_hlnm_1_a","#h","0.0314313306311","0.0","0.0314313306311"
"contrastivestress_normcon_md_F_hlnm_1_a","hh","0.0727231291449","0.0314313306311","0.104154459776"
"contrastivestress_normcon_md_F_hlnm_1_a","iy","0.072723129145","0.104154459776","0.176877588921"
"contrastivestress_normcon_md_F_hlnm_1_a","l","0.062609316482","0.176877588921","0.239486905403"
"contrastivestress_normcon_md_F_hlnm_1_a","ih","0.062609316482","0.239486905403","0.302096221885"
"contrastivestress_normcon_md_F_hlnm_1_a","v","0.062609316482","0.302096221885","0.364705538367"
"contrastivestress_normcon_md_F_hlnm_1_a","z","0.062609316483","0.364705538367","0.42731485485"
"contrastivestress_normcon_md_F_hlnm_1_a","n","0.060682875975","0.42731485485","0.487997730825"
"contrastivestress_normcon_md_F_hlnm_1_a","ih","0.060682875975","0.487997730825","0.5486806068"
"contrastivestress_normcon_md_F_hlnm_1_a","axr","0.060682875975","0.5486806068","0.609363482775"
"contrastivestress_normcon_md_F_hlnm_1_a","m","0.085593500917","0.609363482775","0.694956983692"
"contrastivestress_normcon_md_F_hlnm_1_a","iy","0.085593500916","0.694956983692","0.780550484608"
"contrastivestress_normcon_md_F_hlnm_1_a","#h","0.059630921288","0.780550484608","0.840181405896"
"contrastivestress_normcon_md_F_hlnm_1_b","he","0.0780574406821","0.016203253483","0.0942606941651"
"contrastivestress_normcon_md_F_hlnm_1_b","lives","0.297092804487","0.0942606941651","0.391353498652"
"contrastivestress_normcon_md_F_hlnm_1_b","near","0.155330646367","0.391353498652","0.546684145019"
"contrastivestress_normcon_md_F_hlnm_1_b","me","0.146322517757","0.546684145019","0.693006662776"
"contrastivestress_normcon_md_F_hlnm_1_b","#h","0.016203253483","0.0","0.016203253483"
"contrastivestress_normcon_md_F_hlnm_1_b","hh","0.039028720341","0.016203253483","0.055231973824"
"contrastivestress_normcon_md_F_hlnm_1_b","iy","0.0390287203411","0.055231973824","0.0942606941651"
"contrastivestress_normcon_md_F_hlnm_1_b","l","0.0742732011219","0.0942606941651","0.168533895287"
"contrastivestress_normcon_md_F_hlnm_1_b","ih","0.074273201121","0.168533895287","0.242807096408"
"contrastivestress_normcon_md_F_hlnm_1_b","v","0.074273201122","0.242807096408","0.31708029753"
"contrastivestress_normcon_md_F_hlnm_1_b","z","0.074273201122","0.31708029753","0.391353498652"
"contrastivestress_normcon_md_F_hlnm_1_b","n","0.051776882122","0.391353498652","0.443130380774"
"contrastivestress_normcon_md_F_hlnm_1_b","ih","0.051776882123","0.443130380774","0.494907262897"
"contrastivestress_normcon_md_F_hlnm_1_b","axr","0.051776882122","0.494907262897","0.546684145019"
"contrastivestress_normcon_md_F_hlnm_1_b","m","0.073161258879","0.546684145019","0.619845403898"
"contrastivestress_normcon_md_F_hlnm_1_b","iy","0.073161258878","0.619845403898","0.693006662776"
"contrastivestress_normcon_md_F_hlnm_1_b","#h","0.085360684163","0.693006662776","0.778367346939"
"contrastivestress_normcon_md_F_hlnm_1_c","he","0.0897841121496","0.0117112452454","0.101495357395"
"contrastivestress_normcon_md_F_hlnm_1_c","lives","0.210911559583","0.101495357395","0.312406916978"
"contrastivestress_normcon_md_F_hlnm_1_c","near","0.21993740561","0.312406916978","0.532344322588"
"contrastivestress_normcon_md_F_hlnm_1_c","me","0.168908352304","0.532344322588","0.701252674892"
"contrastivestress_normcon_md_F_hlnm_1_c","#h","0.0117112452454","0.0","0.0117112452454"
"contrastivestress_normcon_md_F_hlnm_1_c","hh","0.0448920560746","0.0117112452454","0.05660330132"
"contrastivestress_normcon_md_F_hlnm_1_c","iy","0.044892056075","0.05660330132","0.101495357395"
"contrastivestress_normcon_md_F_hlnm_1_c","l","0.052727889895","0.101495357395","0.15422324729"
"contrastivestress_normcon_md_F_hlnm_1_c","ih","0.052727889896","0.15422324729","0.206951137186"
"contrastivestress_normcon_md_F_hlnm_1_c","v","0.052727889896","0.206951137186","0.259679027082"
"contrastivestress_normcon_md_F_hlnm_1_c","z","0.052727889896","0.259679027082","0.312406916978"
"contrastivestress_normcon_md_F_hlnm_1_c","n","0.073312468537","0.312406916978","0.385719385515"
"contrastivestress_normcon_md_F_hlnm_1_c","ih","0.073312468536","0.385719385515","0.459031854051"
"contrastivestress_normcon_md_F_hlnm_1_c","axr","0.073312468537","0.459031854051","0.532344322588"
"contrastivestress_normcon_md_F_hlnm_1_c","m","0.084454176152","0.532344322588","0.61679849874"
"contrastivestress_normcon_md_F_hlnm_1_c","iy","0.084454176152","0.61679849874","0.701252674892"
